# x
1.935483813285827637e+00 0.000000000000000000e+00 1.540371298789978027e+00 5.511483192443847656e+00
3.870967626571655273e+00 0.000000000000000000e+00 9.261155128479003906e+00 1.801105022430419922e+00
5.806451797485351562e+00 0.000000000000000000e+00 3.515594005584716797e+00 7.557509422302246094e+00
7.741935253143310547e+00 0.000000000000000000e+00 1.700983881950378418e+00 4.996890068054199219e+00
9.677419662475585938e+00 0.000000000000000000e+00 6.621812343597412109e+00 1.744170904159545898e+00
1.161290359497070312e+01 0.000000000000000000e+00 9.066127777099609375e+00 5.361012935638427734e+00
1.354838752746582031e+01 0.000000000000000000e+00 4.297741413116455078e+00 5.009750843048095703e+00
1.548387050628662109e+01 0.000000000000000000e+00 4.119587898254394531e+00 6.254088878631591797e+00
1.741935539245605469e+01 0.000000000000000000e+00 3.361325740814208984e+00 4.909400939941406250e+00
1.935483932495117188e+01 0.000000000000000000e+00 3.801224708557128906e+00 6.408114910125732422e+00
2.129032325744628906e+01 0.000000000000000000e+00 1.607785582542419434e+00 7.334558010101318359e+00
2.322580718994140625e+01 0.000000000000000000e+00 5.547439575195312500e+00 9.905159950256347656e+00
2.516129112243652344e+01 0.000000000000000000e+00 4.074112892150878906e+00 6.018625259399414062e+00
2.709677505493164062e+01 0.000000000000000000e+00 2.495280742645263672e+00 4.965556621551513672e+00
2.903225898742675781e+01 0.000000000000000000e+00 7.501332283020019531e+00 7.408418178558349609e+00
3.096774101257324219e+01 0.000000000000000000e+00 9.039134025573730469e+00 9.224731445312500000e+00
3.290322494506835938e+01 0.000000000000000000e+00 8.264389991760253906e+00 1.207073688507080078e+00
3.483871078491210938e+01 0.000000000000000000e+00 2.219918727874755859e+00 1.324543952941894531e+00
3.677419281005859375e+01 0.000000000000000000e+00 9.221860885620117188e+00 9.795909881591796875e+00
3.870967864990234375e+01 0.000000000000000000e+00 4.679272651672363281e+00 5.914076805114746094e+00
4.064516067504882812e+01 0.000000000000000000e+00 9.231284141540527344e+00 1.465989947319030762e+00
4.258064651489257812e+01 0.000000000000000000e+00 1.752729773521423340e+00 6.943356513977050781e+00
4.451612854003906250e+01 0.000000000000000000e+00 9.854109764099121094e+00 1.868749022483825684e+00
4.645161437988281250e+01 0.000000000000000000e+00 1.870655536651611328e+00 1.955294251441955566e+00
4.838709640502929688e+01 0.000000000000000000e+00 7.708823204040527344e+00 4.624598503112792969e+00
5.032258224487304688e+01 0.000000000000000000e+00 7.429716587066650391e+00 6.973322868347167969e+00
5.225806427001953125e+01 0.000000000000000000e+00 7.814507961273193359e+00 8.381084442138671875e+00
5.419355010986328125e+01 0.000000000000000000e+00 3.201976537704467773e+00 8.684824943542480469e+00
5.612903213500976562e+01 0.000000000000000000e+00 7.731366634368896484e+00 4.481012344360351562e+00
5.806451797485351562e+01 0.000000000000000000e+00 5.616110801696777344e+00 9.821637153625488281e+00
1.935483813285827637e+00 6.000000000000000000e+01 3.522135734558105469e+00 3.084660530090332031e+00
3.870967626571655273e+00 6.000000000000000000e+01 8.627040863037109375e+00 7.374091625213623047e+00
5.806451797485351562e+00 6.000000000000000000e+01 4.830245018005371094e+00 5.224059581756591797e+00
7.741935253143310547e+00 6.000000000000000000e+01 3.466395139694213867e+00 1.272638440132141113e+00
9.677419662475585938e+00 6.000000000000000000e+01 5.814113616943359375e+00 1.401921272277832031e+00
1.161290359497070312e+01 6.000000000000000000e+01 3.971970796585083008e+00 3.663124561309814453e+00
1.354838752746582031e+01 6.000000000000000000e+01 3.772688150405883789e+00 1.876746296882629395e+00
1.548387050628662109e+01 6.000000000000000000e+01 2.783818483352661133e+00 7.192680835723876953e+00
1.741935539245605469e+01 6.000000000000000000e+01 4.161670207977294922e+00 5.146779537200927734e+00
1.935483932495117188e+01 6.000000000000000000e+01 2.491241931915283203e+00 6.796143531799316406e+00
2.129032325744628906e+01 6.000000000000000000e+01 6.166937828063964844e+00 6.999410629272460938e+00
2.322580718994140625e+01 6.000000000000000000e+01 4.391544342041015625e+00 1.427471756935119629e+00
2.516129112243652344e+01 6.000000000000000000e+01 1.354822874069213867e+00 4.731264114379882812e+00
2.709677505493164062e+01 6.000000000000000000e+01 2.945084333419799805e+00 7.145948410034179688e+00
2.903225898742675781e+01 6.000000000000000000e+01 5.305714607238769531e+00 9.128040313720703125e+00
3.096774101257324219e+01 6.000000000000000000e+01 3.502252578735351562e+00 9.513988494873046875e+00
3.290322494506835938e+01 6.000000000000000000e+01 8.941008567810058594e+00 4.444362163543701172e+00
3.483871078491210938e+01 6.000000000000000000e+01 1.524143934249877930e+00 6.187122344970703125e+00
3.677419281005859375e+01 6.000000000000000000e+01 6.831339359283447266e+00 9.406169891357421875e+00
3.870967864990234375e+01 6.000000000000000000e+01 8.748869895935058594e+00 1.406602621078491211e+00
4.064516067504882812e+01 6.000000000000000000e+01 9.287281990051269531e+00 9.785693168640136719e+00
4.258064651489257812e+01 6.000000000000000000e+01 5.357839107513427734e+00 5.093103408813476562e+00
4.451612854003906250e+01 6.000000000000000000e+01 4.627931118011474609e+00 8.644134521484375000e+00
4.645161437988281250e+01 6.000000000000000000e+01 1.320860624313354492e+00 2.510479688644409180e+00
4.838709640502929688e+01 6.000000000000000000e+01 5.181814670562744141e+00 9.422590255737304688e+00
5.032258224487304688e+01 6.000000000000000000e+01 6.849129199981689453e+00 7.970105648040771484e+00
5.225806427001953125e+01 6.000000000000000000e+01 4.043997764587402344e+00 6.876362800598144531e+00
5.419355010986328125e+01 6.000000000000000000e+01 2.455668687820434570e+00 2.557562112808227539e+00
5.612903213500976562e+01 6.000000000000000000e+01 5.235603809356689453e+00 4.944451332092285156e+00
5.806451797485351562e+01 6.000000000000000000e+01 2.460867881774902344e+00 6.271204948425292969e+00
0.000000000000000000e+00 1.935483813285827637e+00 9.953265190124511719e+00 5.957083702087402344e+00
0.000000000000000000e+00 3.870967626571655273e+00 2.466059446334838867e+00 1.801479578018188477e+00
0.000000000000000000e+00 5.806451797485351562e+00 6.716913223266601562e+00 8.878027915954589844e+00
0.000000000000000000e+00 7.741935253143310547e+00 2.794737815856933594e+00 3.801766872406005859e+00
0.000000000000000000e+00 9.677419662475585938e+00 4.766242504119873047e+00 2.544137954711914062e+00
0.000000000000000000e+00 1.161290359497070312e+01 7.726940155029296875e+00 6.785922050476074219e+00
0.000000000000000000e+00 1.354838752746582031e+01 5.474440574645996094e+00 8.271761894226074219e+00
0.000000000000000000e+00 1.548387050628662109e+01 4.246292591094970703e+00 3.612740516662597656e+00
0.000000000000000000e+00 1.741935539245605469e+01 9.002199172973632812e+00 5.386461257934570312e+00
0.000000000000000000e+00 1.935483932495117188e+01 8.849165916442871094e+00 9.711833000183105469e+00
0.000000000000000000e+00 2.129032325744628906e+01 4.442761421203613281e+00 4.977653980255126953e+00
0.000000000000000000e+00 2.322580718994140625e+01 1.851966977119445801e+00 4.357482910156250000e+00
0.000000000000000000e+00 2.516129112243652344e+01 4.085797309875488281e+00 5.953796863555908203e+00
0.000000000000000000e+00 2.709677505493164062e+01 2.679559469223022461e+00 7.363723278045654297e+00
0.000000000000000000e+00 2.903225898742675781e+01 7.703850269317626953e+00 6.789074897766113281e+00
0.000000000000000000e+00 3.096774101257324219e+01 6.747039318084716797e+00 1.298765420913696289e+00
0.000000000000000000e+00 3.290322494506835938e+01 5.546290874481201172e+00 9.456979751586914062e+00
0.000000000000000000e+00 3.483871078491210938e+01 1.147370576858520508e+00 5.126678943634033203e+00
0.000000000000000000e+00 3.677419281005859375e+01 9.694829940795898438e+00 7.337988853454589844e+00
0.000000000000000000e+00 3.870967864990234375e+01 1.121207833290100098e+00 6.387957096099853516e+00
0.000000000000000000e+00 4.064516067504882812e+01 5.747045516967773438e+00 2.478063344955444336e+00
0.000000000000000000e+00 4.258064651489257812e+01 4.884799480438232422e+00 9.952671051025390625e+00
0.000000000000000000e+00 4.451612854003906250e+01 3.357048273086547852e+00 8.084059715270996094e+00
0.000000000000000000e+00 4.645161437988281250e+01 9.009973526000976562e+00 7.054520130157470703e+00
0.000000000000000000e+00 4.838709640502929688e+01 4.087544441223144531e+00 3.427264451980590820e+00
0.000000000000000000e+00 5.032258224487304688e+01 6.085968017578125000e+00 2.723243951797485352e+00
0.000000000000000000e+00 5.225806427001953125e+01 2.175063371658325195e+00 1.806766033172607422e+00
0.000000000000000000e+00 5.419355010986328125e+01 1.471950650215148926e+00 6.018732547760009766e+00
0.000000000000000000e+00 5.612903213500976562e+01 8.562028884887695312e+00 2.899909734725952148e+00
0.000000000000000000e+00 5.806451797485351562e+01 2.159822940826416016e+00 4.788224697113037109e+00
6.000000000000000000e+01 1.935483813285827637e+00 2.934115171432495117e+00 3.857591390609741211e+00
6.000000000000000000e+01 3.870967626571655273e+00 8.027859687805175781e+00 1.835559129714965820e+00
6.000000000000000000e+01 5.806451797485351562e+00 1.671920776367187500e+00 3.773586988449096680e+00
6.000000000000000000e+01 7.741935253143310547e+00 1.280637979507446289e+00 2.775736570358276367e+00
6.000000000000000000e+01 9.677419662475585938e+00 4.413514137268066406e+00 5.907394886016845703e+00
6.000000000000000000e+01 1.161290359497070312e+01 8.802642822265625000e+00 4.801631450653076172e+00
